tecnologia,cultura,solo,regiao,uf,escala,Cluster
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
'manejo de irrigacao',abacaxi,?,NE,PB,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
adubacao,uva,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
irrigacao,abacate,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,abacaxi,?,NE,MA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
biofertilizante,melao,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
?,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,manga,?,NE,MA,pequena,cluster3
manejo,uva,?,NE,PE,pequena,cluster3
'manejo de poda',uva,?,NE,PE,pequena,cluster3
?,caju,?,NE,SE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,abacaxi,?,NE,BA,pequena,cluster3
adubacao,uva,?,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,PE,pequena,cluster3
?,tomate,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
'manejo de irrigacao',melancia,?,NE,PI,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
irrigacao,melancia,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,MA,pequena,cluster3
irrigacao,pitanga,?,NE,PE,pequena,cluster3
'manejo nos cultivos',melao,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
agroecossistema,tomate,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
manejo,uva,?,NE,PB,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
'manejo nos cultivos',melao,?,NE,MA,pequena,cluster3
fertilizante,tomate,?,NE,PB,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,melancia,?,NE,PB,pequena,cluster3
irrigacao,manga,?,NE,PB,pequena,cluster3
biofertilizante,melao,?,NE,PE,pequena,cluster3
irrigacao,abacaxi,?,NE,PB,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
?,melancia,argissolo,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PE,pequena,cluster3
adubacao,abacaxi,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,MA,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
'adubacao mineral',pessego,?,NE,BA,pequena,cluster3
?,uva,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,PB,pequena,cluster3
manejo,manga,?,NE,BA,pequena,cluster3
'manejo de irrigacao',banana,?,NE,PE,pequena,cluster3
irrigacao,abacaxi,?,NE,BA,pequena,cluster3
?,abacaxi,?,NE,MA,pequena,cluster3
irrigacao,melancia,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
manejo,uva,?,NE,BA,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
adubacao,manga,?,NE,BA,pequena,cluster3
?,nogueira,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
'manejo de irrigacao',abacaxi,?,NE,PB,pequena,cluster3
irrigacao,abacaxi,?,NE,BA,pequena,cluster3
irrigacao,tomate,?,NE,PB,pequena,cluster3
irrigacao,tomate,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
'adubacao organica',banana,?,NE,MA,pequena,cluster3
adubacao,abacaxi,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PE,pequena,cluster3
manejo,abacaxi,?,NE,PB,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
germoplasma,pitanga,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
'manejo de irrigacao',melancia,?,NE,PI,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
manejo,manga,?,NE,PE,pequena,cluster3
'adubacao organica',banana,?,NE,BA,pequena,cluster3
'manejo nos cultivos',melao,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,MA,pequena,cluster3
biofertilizante,melao,?,NE,MA,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
irrigacao,tomate,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
'manejo de irrigacao',banana,?,NE,PE,pequena,cluster3
adubacao,nogueira,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
'adubacao mineral',nogueira,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,cebola,?,NE,PB,pequena,cluster3
irrigacao,manga,?,NE,PE,pequena,cluster3
'manejo de poda',uva,?,NE,MA,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
?,banana,latossolo,NE,MA,pequena,cluster3
'irrigacao por gotejamento',melancia,?,NE,PI,pequena,cluster3
irrigacao,manga,?,NE,PB,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,pitanga,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
'manejo de poda',uva,?,NE,PE,pequena,cluster3
irrigacao,abacate,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
irrigacao,manga,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
fertilizante,tomate,?,NE,PB,pequena,cluster3
'manejo nos cultivos',melao,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
manejo,abacaxi,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
'manejo de irrigacao',melancia,?,NE,PI,pequena,cluster3
'manejo de irrigacao',melancia,?,NE,PI,pequena,cluster3
'manejo de poda',uva,?,NE,MA,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
irrigacao,manga,?,NE,PB,pequena,cluster3
adubacao,manga,?,NE,BA,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PI,pequena,cluster3
?,melao,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
adubacao,banana,?,NE,BA,pequena,cluster3
manejo,manga,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,tomate,?,NE,PE,pequena,cluster3
npk,tomate,?,NE,PB,pequena,cluster3
irrigacao,melao,?,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
'manejo de poda',uva,?,NE,PB,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,abacaxi,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,pequena,cluster3
irrigacao,melao,?,NE,MA,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
'adubacao organica',banana,?,NE,PB,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,abacaxi,?,NE,PB,pequena,cluster3
irrigacao,banana,?,NE,PB,pequena,cluster3
'adubacao organica',banana,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,tomate,?,NE,PB,pequena,cluster3
'manejo de irrigacao',melancia,?,NE,PI,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
manejo,uva,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
manejo,uva,?,NE,PE,pequena,cluster3
?,caju,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,PB,pequena,cluster3
adubacao,manga,?,NE,PI,pequena,cluster3
biofertilizante,melao,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PE,pequena,cluster3
agroecossistema,tomate,?,NE,PB,pequena,cluster3
irrigacao,manga,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,melancia,?,NE,PB,pequena,cluster3
?,abacaxi,?,NE,MA,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
'manejo da cultura',banana,?,NE,PB,pequena,cluster3
manejo,abacaxi,?,NE,PB,pequena,cluster3
adubacao,manga,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
germoplasma,pitanga,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
irrigacao,uva,?,NE,BA,pequena,cluster3
manejo,uva,?,NE,MA,pequena,cluster3
'adubacao organica',banana,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,manga,?,NE,BA,pequena,cluster3
?,goiaba,?,NE,BA,pequena,cluster3
irrigacao,melancia,?,NE,PI,pequena,cluster3
irrigacao,abacate,?,NE,PB,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,banana,latossolo,NE,BA,pequena,cluster3
irrigacao,abacate,?,NE,PB,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
irrigacao,abacaxi,?,NE,MA,pequena,cluster3
'manejo nos cultivos',melao,?,NE,MA,pequena,cluster3
irrigacao,tomate,?,NE,MA,pequena,cluster3
?,uva,?,NE,MA,pequena,cluster3
manejo,manga,?,NE,PB,pequena,cluster3
irrigacao,melao,?,NE,MA,pequena,cluster3
?,melao,argissolo,NE,PE,pequena,cluster3
irrigacao,abacate,?,NE,PB,pequena,cluster3
fertilizante,tomate,?,NE,PB,pequena,cluster3
irrigacao,melancia,?,NE,MA,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,MA,pequena,cluster3
irrigacao,abacate,?,NE,PE,pequena,cluster3
irrigacao,uva,?,NE,PB,pequena,cluster3
irrigacao,melancia,?,NE,PB,pequena,cluster3
irrigacao,abacaxi,?,NE,MA,pequena,cluster3
irrigacao,nogueira,?,NE,SE,pequena,cluster3
irrigacao,banana,?,NE,PB,pequena,cluster3
irrigacao,banana,latossolo,NE,MA,pequena,cluster3
?,goiaba,?,NE,BA,pequena,cluster3
irrigacao,goiaba,?,NE,PE,pequena,cluster3
irrigacao,banana,?,NE,PE,pequena,cluster3
irrigacao,goiaba,?,NE,PB,pequena,cluster3
'manejo de irrigacao',uva,?,NE,BA,pequena,cluster3
irrigacao,banana,?,NE,BA,pequena,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
manejo,uva,?,NE,BA,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo da cultura',melao,?,NE,PE,media,cluster3
'manejo da cultura',melao,?,NE,RN,media,cluster3
'manejo da cultura',melao,?,NE,CE,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
agroecossistema,melao,?,NE,BA,media,cluster3
agroecossistema,melao,?,NE,PE,media,cluster3
agroecossistema,melao,?,NE,PE,media,cluster3
agroecossistema,melao,?,NE,CE,media,cluster3
agroecossistema,melao,?,NE,CE,media,cluster3
agroecossistema,melao,?,NE,PI,media,cluster3
agroecossistema,melao,?,NE,PI,media,cluster3
agroecossistema,melao,?,NE,MA,media,cluster3
agroecossistema,melao,?,NE,MA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
'adubacao organica',banana,?,NE,BA,media,cluster3
adubacao,banana,?,NE,BA,media,cluster3
irrigacao,abacaxi,latossolo,NE,BA,media,cluster3
irrigacao,abacaxi,latossolo,NE,BA,media,cluster3
irrigacao,abacaxi,latossolo,NE,BA,media,cluster3
irrigacao,abacate,?,NE,PB,media,cluster3
irrigacao,abacate,?,NE,PB,media,cluster3
irrigacao,abacate,?,NE,PB,media,cluster3
irrigacao,abacate,?,NE,PE,media,cluster3
irrigacao,abacate,?,NE,PE,media,cluster3
irrigacao,abacate,?,NE,PE,media,cluster3
irrigacao,abacate,?,NE,PE,media,cluster3
irrigacao,abacate,?,NE,MA,media,cluster3
irrigacao,abacate,?,NE,MA,media,cluster3
irrigacao,abacate,?,NE,MA,media,cluster3
irrigacao,abacate,?,NE,MA,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de agua',uva,?,NE,PE,media,cluster3
'manejo de agua',uva,?,NE,MA,media,cluster3
irrigacao,uva,?,NE,PB,media,cluster3
irrigacao,uva,?,NE,PB,media,cluster3
irrigacao,uva,?,NE,PB,media,cluster3
irrigacao,uva,?,NE,PB,media,cluster3
irrigacao,uva,?,NE,PE,media,cluster3
irrigacao,uva,?,NE,PE,media,cluster3
irrigacao,uva,?,NE,PE,media,cluster3
irrigacao,uva,?,NE,PE,media,cluster3
irrigacao,uva,?,NE,MA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,PE,media,cluster3
irrigacao,banana,?,NE,MA,media,cluster3
irrigacao,banana,?,NE,MA,media,cluster3
irrigacao,banana,?,NE,MA,media,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,media,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,media,cluster3
irrigacao,coco,?,NE,BA,media,cluster3
irrigacao,coco,?,NE,BA,media,cluster3
irrigacao,coco,?,NE,BA,media,cluster3
irrigacao,pitanga,?,NE,PE,media,cluster3
irrigacao,pitanga,?,NE,PE,media,cluster3
irrigacao,pitanga,?,NE,PE,media,cluster3
germoplasma,pitanga,?,NE,PE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melao,?,NE,PE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
'manejo de irrigacao',melancia,?,NE,CE,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
adubacao,uva,?,NE,BA,media,cluster3
adubacao,uva,?,NE,BA,media,cluster3
irrigacao,banana,?,NE,PI,media,cluster3
irrigacao,banana,?,NE,PI,media,cluster3
irrigacao,banana,?,NE,PI,media,cluster3
manejo,uva,?,NE,PB,media,cluster3
manejo,uva,?,NE,PE,media,cluster3
manejo,uva,?,NE,MA,media,cluster3
irrigacao,manga,?,NE,BA,media,cluster3
irrigacao,manga,?,NE,BA,media,cluster3
irrigacao,manga,?,NE,BA,media,cluster3
irrigacao,melancia,?,NE,PI,media,cluster3
irrigacao,melancia,?,NE,PI,media,cluster3
irrigacao,melancia,?,NE,PI,media,cluster3
'irrigacao por gotejamento',melancia,?,NE,PI,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,uva,?,NE,BA,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,melancia,?,NE,CE,media,cluster3
irrigacao,maca,?,NE,BA,media,cluster3
irrigacao,maca,?,NE,BA,media,cluster3
irrigacao,maca,?,NE,BA,media,cluster3
adubacao,maca,?,NE,BA,media,cluster3
?,goiaba,?,NE,PE,grande,cluster3
'manejo de agua',uva,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
?,maca,?,NE,PE,grande,cluster3
manejo,uva,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,melancia,?,NE,CE,grande,cluster3
adubacao,uva,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,melancia,?,NE,CE,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PI,grande,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,melancia,?,NE,PI,grande,cluster3
manejo,uva,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,PB,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
'manejo da cultura',melao,?,NE,CE,grande,cluster3
adubacao,uva,?,NE,BA,grande,cluster3
'manejo da cultura',melao,?,NE,CE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
?,nogueira,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
germoplasma,pitanga,?,NE,PE,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
adubacao,uva,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,melao,?,NE,PE,grande,cluster3
irrigacao,pitanga,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
'manejo de agua',uva,?,NE,MA,grande,cluster3
irrigacao,pitanga,?,NE,PE,grande,cluster3
'irrigacao por microaspersao',banana,?,NE,MA,grande,cluster3
'adubacao organica',banana,?,NE,BA,grande,cluster3
irrigacao,coco,?,NE,BA,grande,cluster3
irrigacao,pitanga,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
germoplasma,pitanga,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,goiaba,?,NE,PE,grande,cluster3
irrigacao,melao,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,MA,grande,cluster3
irrigacao,abacate,?,NE,PE,grande,cluster3
irrigacao,abacate,?,NE,PB,grande,cluster3
adubacao,banana,?,NE,BA,grande,cluster3
irrigacao,melao,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,coco,?,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,goiaba,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,MA,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PI,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,melao,?,NE,PE,grande,cluster3
'irrigacao por gotejamento',melancia,?,NE,PI,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
?,nogueira,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,PB,grande,cluster3
irrigacao,maca,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,manga,?,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,abacate,?,NE,PE,grande,cluster3
irrigacao,manga,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PI,grande,cluster3
manejo,uva,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,goiaba,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,melancia,?,NE,PI,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,melao,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,uva,?,NE,MA,grande,cluster3
irrigacao,uva,?,NE,PE,grande,cluster3
irrigacao,melancia,?,NE,PI,grande,cluster3
irrigacao,banana,?,NE,BA,grande,cluster3
irrigacao,uva,?,NE,PB,grande,cluster3
irrigacao,uva,?,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,MA,grande,cluster3
irrigacao,abacaxi,latossolo,NE,BA,grande,cluster3
irrigacao,abacate,?,NE,PE,grande,cluster3
irrigacao,uva,?,NE,PB,grande,cluster3
?,nogueira,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
irrigacao,manga,?,NE,BA,grande,cluster3
?,goiaba,?,NE,MA,grande,cluster3
irrigacao,banana,?,NE,PE,grande,cluster3
