tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,PE,media
agrotoxico,'controle fitossanitario',uva,frutiferas,?,NE,MA,media
manejo,solo,uva,frutiferas,?,NE,PB,media
manejo,solo,uva,frutiferas,?,NE,PE,media
manejo,solo,uva,frutiferas,?,NE,MA,media
irrigacao,planta,?,?,neossolo,NE,PE,media
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,media
irrigacao,'engenharia agricola',?,?,neossolo,NE,PE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
manejo,solo,?,?,?,NE,PE,media
irrigacao,planta,?,?,latossolo,NE,BA,media
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,media
irrigacao,'engenharia agricola',?,?,latossolo,NE,BA,media
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,BA,media
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,NE,MA,media
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,BA,media
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,BA,media
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,media
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,BA,media
irrigacao,solo,arroz,'base alimentar e commodities',?,NE,MA,media
irrigacao,planta,arroz,'base alimentar e commodities',?,NE,MA,media
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,NE,MA,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,manga,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',manga,frutiferas,?,NE,BA,media
irrigacao,planta,?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
manejo,solo,seringueira,extrativas,?,NE,PB,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
'plantio direto',solo,soja,'base alimentar e commodities',?,NE,BA,media
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,NE,BA,media
manejo,solo,soja,'base alimentar e commodities',?,NE,BA,media
adubacao,solo,soja,'base alimentar e commodities',?,NE,BA,media
adubacao,planta,soja,'base alimentar e commodities',?,NE,BA,media
manejo,solo,?,?,latossolo,NE,PB,media
irrigacao,solo,?,?,?,NE,AL,media
irrigacao,planta,?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,solo,?,?,?,NE,PB,media
irrigacao,planta,?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,solo,?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,planta,?,?,argissolo,NE,BA,media
irrigacao,'engenharia agricola',?,?,argissolo,NE,BA,media
irrigacao,'engenharia agricola',?,?,argissolo,NE,BA,media
irrigacao,planta,?,?,?,NE,MA,media
irrigacao,'engenharia agricola',?,?,?,NE,MA,media
irrigacao,'engenharia agricola',?,?,?,NE,MA,media
irrigacao,planta,?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,solo,?,?,?,NE,MA,media
irrigacao,planta,?,?,?,NE,MA,media
irrigacao,'engenharia agricola',?,?,?,NE,MA,media
irrigacao,'engenharia agricola',?,?,?,NE,MA,media
irrigacao,solo,?,?,?,NE,AL,media
irrigacao,planta,?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,planta,?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
irrigacao,planta,melancia,frutiferas,?,NE,PI,media
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,PI,media
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,PI,media
manejo,solo,melancia,frutiferas,?,NE,PI,media
'irrigacao por gotejamento','engenharia agricola',melancia,frutiferas,?,NE,PI,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
manejo,solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',planta,?,?,?,NE,BA,media
'manejo de irrigacao','engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,uva,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',uva,frutiferas,?,NE,BA,media
irrigacao,solo,?,?,?,NE,AL,media
irrigacao,planta,?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,'engenharia agricola',?,?,?,NE,AL,media
irrigacao,planta,melancia,frutiferas,?,NE,CE,media
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,CE,media
irrigacao,'engenharia agricola',melancia,frutiferas,?,NE,CE,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
manejo,solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',planta,?,?,?,NE,BA,media
'manejo de irrigacao','engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,maca,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,media
irrigacao,'engenharia agricola',maca,frutiferas,?,NE,BA,media
adubacao,solo,maca,frutiferas,?,NE,BA,media
adubacao,planta,maca,frutiferas,?,NE,BA,media
'manejo de agua','engenharia agricola',?,?,?,NE,PI,media
irrigacao,solo,?,?,?,NE,PI,media
irrigacao,planta,?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
irrigacao,'engenharia agricola',?,?,?,NE,PI,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
manejo,solo,?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,planta,?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,planta,?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
irrigacao,'engenharia agricola',?,?,?,NE,BA,media
manejo,solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',solo,?,?,?,NE,BA,media
'manejo de irrigacao',planta,?,?,?,NE,BA,media
'manejo de irrigacao','engenharia agricola',?,?,?,NE,BA,media
irrigacao,solo,?,?,?,NE,PB,media
irrigacao,planta,?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,'engenharia agricola',?,?,?,NE,PB,media
irrigacao,solo,?,?,?,NE,PE,media
irrigacao,planta,?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
irrigacao,'engenharia agricola',?,?,?,NE,PE,media
?,?,?,?,neossolo,NE,PI,media
?,?,?,?,neossolo,NE,MA,media
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PB,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PB,media
irrigacao,solo,milho,'base alimentar e commodities',?,NE,PE,media
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PE,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PE,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PE,media
irrigacao,solo,milho,'base alimentar e commodities',?,NE,RN,media
irrigacao,planta,milho,'base alimentar e commodities',?,NE,RN,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,RN,media
irrigacao,solo,milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,planta,milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,NE,PI,media
irrigacao,planta,?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
irrigacao,'engenharia agricola',?,?,?,NE,CE,media
manejo,solo,?,?,?,NE,CE,media
'manejo de irrigacao',solo,?,?,?,NE,CE,media
'manejo de irrigacao',solo,?,?,?,NE,CE,media
'manejo de irrigacao',planta,?,?,?,NE,CE,media
'manejo de irrigacao','engenharia agricola',?,?,?,NE,CE,media
'manejo organico',solo,maca,frutiferas,?,NE,PE,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
manejo,solo,?,?,latossolo,SE,MG,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,planta,?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
manejo,solo,?,?,?,SE,MG,media
manejo,solo,?,?,?,SE,SP,media
irrigacao,planta,tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,planta,?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
'manejo do solo',?,melancia,frutiferas,?,SE,MG,media
manejo,solo,melancia,frutiferas,?,SE,MG,media
irrigacao,solo,?,?,?,SE,RJ,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
manejo,solo,?,?,?,SE,RJ,media
'manejo de irrigacao',solo,?,?,?,SE,RJ,media
'manejo de irrigacao',solo,?,?,?,SE,RJ,media
'manejo de irrigacao',planta,?,?,?,SE,RJ,media
'manejo de irrigacao','engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
'sistema convencional','sistemas de producao',arroz,'base alimentar e commodities',?,SE,MG,media
'sistema convencional','sistemas de producao',arroz,'base alimentar e commodities',?,SE,MG,media
secagem,'engenharia agricola',arroz,'base alimentar e commodities',?,SE,MG,media
manejo,solo,arroz,'base alimentar e commodities',?,SE,MG,media
aracao,solo,arroz,'base alimentar e commodities',?,SE,MG,media
aracao,solo,arroz,'base alimentar e commodities',?,SE,MG,media
adubacao,solo,arroz,'base alimentar e commodities',?,SE,MG,media
adubacao,planta,arroz,'base alimentar e commodities',?,SE,MG,media
manejo,solo,?,?,?,SE,MG,media
irrigacao,planta,tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',latossolo,SE,MG,media
irrigacao,solo,trigo,'base alimentar e commodities',latossolo,SE,MG,media
irrigacao,planta,trigo,'base alimentar e commodities',latossolo,SE,MG,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',latossolo,SE,MG,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',latossolo,SE,MG,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,solo,?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,solo,?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
geoprocessamento,geotecnologias,?,?,?,SE,ES,media
geoprocessamento,geotecnologias,?,?,?,SE,MG,media
geoprocessamento,geotecnologias,?,?,?,SE,SP,media
irrigacao,solo,tomate,olericulturas,?,SE,RJ,media
irrigacao,planta,tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,solo,tomate,olericulturas,?,SE,ES,media
irrigacao,planta,tomate,olericulturas,?,SE,ES,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,ES,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,ES,media
irrigacao,solo,tomate,olericulturas,?,SE,MG,media
irrigacao,planta,tomate,olericulturas,?,SE,MG,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,MG,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,MG,media
manejo,solo,?,?,latossolo,SE,MG,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
'irrigacao suplementar',agrometeorologia,milho,'base alimentar e commodities',?,SE,MG,media
'irrigacao suplementar','engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
manejo,solo,?,?,?,SE,MG,media
irrigacao,planta,tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
manejo,solo,?,?,argissolo,SE,MG,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,solo,cana-de-acucar,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
manejo,solo,?,?,?,SE,MG,media
'manejo de irrigacao',solo,?,?,?,SE,MG,media
'manejo de irrigacao',solo,?,?,?,SE,MG,media
'manejo de irrigacao',planta,?,?,?,SE,MG,media
'manejo de irrigacao','engenharia agricola',?,?,?,SE,MG,media
'irrigacao por aspersao','engenharia agricola',?,?,?,SE,MG,media
irrigacao,solo,?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,solo,arroz,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,arroz,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,solo,mandioca,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,mandioca,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,SE,MG,media
manejo,solo,banana,frutiferas,?,SE,MG,media
manejo,solo,mandioca,'base alimentar e commodities',?,SE,MG,media
'manejo de irrigacao',solo,banana,frutiferas,?,SE,MG,media
'manejo de irrigacao',solo,banana,frutiferas,?,SE,MG,media
'manejo de irrigacao',planta,banana,frutiferas,?,SE,MG,media
'manejo de irrigacao','engenharia agricola',banana,frutiferas,?,SE,MG,media
'manejo de irrigacao',solo,mandioca,'base alimentar e commodities',?,SE,MG,media
'manejo de irrigacao',solo,mandioca,'base alimentar e commodities',?,SE,MG,media
irrigacao,solo,cafe,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,cafe,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',cafe,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,solo,abacate,frutiferas,?,SE,MG,media
irrigacao,planta,abacate,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',abacate,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',abacate,frutiferas,?,SE,MG,media
irrigacao,planta,tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
irrigacao,'engenharia agricola',tomate,olericulturas,?,SE,RJ,media
'manejo do solo',?,?,?,?,SE,MG,media
manejo,solo,?,?,?,SE,MG,media
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,solo,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
genotipo,'melhoramento genetico',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
'manejo de agua','engenharia agricola',?,?,?,SE,MG,media
'manejo de agua','engenharia agricola',?,?,?,SE,SP,media
'manejo da cultura',planta,arroz,'base alimentar e commodities',?,SE,SP,media
'manejo de agua','engenharia agricola',uva,frutiferas,?,SE,MG,media
'manejo de agua','engenharia agricola',uva,frutiferas,?,SE,SP,media
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,solo,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,solo,?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,solo,?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
manejo,solo,mandioca,'base alimentar e commodities',?,SE,MG,media
adubacao,solo,mandioca,'base alimentar e commodities',?,SE,MG,media
adubacao,planta,mandioca,'base alimentar e commodities',?,SE,MG,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
irrigacao,'engenharia agricola',?,?,?,SE,ES,media
irrigacao,solo,?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,planta,milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,SE,MG,media
agrotoxico,'controle fitossanitario',uva,frutiferas,?,SE,MG,media
agrotoxico,'controle fitossanitario',uva,frutiferas,?,SE,SP,media
manejo,solo,uva,frutiferas,?,SE,MG,media
manejo,solo,uva,frutiferas,?,SE,SP,media
'melhoramento genetico','melhoramento genetico',arroz,'base alimentar e commodities',?,SE,MG,media
irrigacao,solo,?,?,?,SE,SP,media
irrigacao,planta,?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
irrigacao,'engenharia agricola',?,?,?,SE,SP,media
manejo,solo,?,?,?,SE,SP,media
irrigacao,planta,banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,'engenharia agricola',banana,frutiferas,?,SE,MG,media
irrigacao,solo,?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
'irrigacao localizada','engenharia agricola',?,?,?,SE,MG,media
'irrigacao por gotejamento','engenharia agricola',?,?,?,SE,MG,media
irrigacao,planta,?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
irrigacao,'engenharia agricola',?,?,?,SE,RJ,media
manejo,solo,?,?,?,SE,RJ,media
'manejo de irrigacao',solo,?,?,?,SE,RJ,media
'manejo de irrigacao',solo,?,?,?,SE,RJ,media
'manejo de irrigacao',planta,?,?,?,SE,RJ,media
'manejo de irrigacao','engenharia agricola',?,?,?,SE,RJ,media
irrigacao,planta,?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
irrigacao,'engenharia agricola',?,?,?,SE,MG,media
manejo,solo,?,?,?,SE,MG,media
'irrigacao por aspersao','engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,solo,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,planta,trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
irrigacao,'engenharia agricola',trigo,'base alimentar e commodities',?,SE,SP,media
