tecnologia,tecnologiaClasse,cultura,culturaClasse,solo,regiao,uf,escala
manejo,solo,uva,frutiferas,?,N,TO,pequena
manejo,solo,uva,frutiferas,?,N,PA,pequena
secagem,'engenharia agricola',arroz,'base alimentar e commodities',?,N,PA,pequena
irrigacao,solo,pimentao,olericulturas,?,N,RR,pequena
irrigacao,planta,pimentao,olericulturas,?,N,RR,pequena
irrigacao,planta,pimentao,olericulturas,?,N,RR,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
irrigacao,'engenharia agricola',pimentao,olericulturas,?,N,RR,pequena
'adubacao por cobertura',solo,pimentao,olericulturas,?,N,RR,pequena
'adubacao por cobertura',solo,pimentao,olericulturas,?,N,RR,pequena
'adubacao por cobertura',planta,pimentao,olericulturas,?,N,RR,pequena
'adubacao por cobertura',planta,pimentao,olericulturas,?,N,RR,pequena
adubacao,solo,pimentao,olericulturas,?,N,RR,pequena
adubacao,solo,pimentao,olericulturas,?,N,RR,pequena
adubacao,planta,pimentao,olericulturas,?,N,RR,pequena
adubacao,planta,pimentao,olericulturas,?,N,RR,pequena
'variabilidade genetica','melhoramento genetico',?,?,?,N,PA,pequena
?,?,feijao,'base alimentar e commodities',?,N,PA,pequena
?,?,arroz,'base alimentar e commodities',?,N,PA,pequena
?,?,pimenta,olericulturas,?,N,AC,pequena
'manejo nos cultivos',solo,soja,'base alimentar e commodities',?,N,PA,pequena
'manejo nos cultivos',planta,soja,'base alimentar e commodities',?,N,PA,pequena
adubacao,solo,soja,'base alimentar e commodities',?,N,PA,pequena
adubacao,planta,soja,'base alimentar e commodities',?,N,PA,pequena
manejo,solo,arroz,'base alimentar e commodities',?,N,RR,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,N,TO,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,N,PA,pequena
npk,planta,amendoim,extrativas,?,N,PA,pequena
adubacao,solo,amendoim,extrativas,?,N,PA,pequena
adubacao,planta,amendoim,extrativas,?,N,PA,pequena
irrigacao,planta,maracuja,frutiferas,?,N,AC,pequena
irrigacao,'engenharia agricola',maracuja,frutiferas,?,N,AC,pequena
irrigacao,'engenharia agricola',maracuja,frutiferas,?,N,AC,pequena
irrigacao,solo,nogueira,frutiferas,?,N,AC,pequena
irrigacao,planta,nogueira,frutiferas,?,N,AC,pequena
irrigacao,'engenharia agricola',nogueira,frutiferas,?,N,AC,pequena
irrigacao,'engenharia agricola',nogueira,frutiferas,?,N,AC,pequena
'irrigacao localizada','engenharia agricola',maracuja,frutiferas,?,N,AC,pequena
'irrigacao localizada','engenharia agricola',nogueira,frutiferas,?,N,AC,pequena
adubacao,solo,maracuja,frutiferas,?,N,AC,pequena
adubacao,planta,maracuja,frutiferas,?,N,AC,pequena
adubacao,solo,nogueira,frutiferas,?,N,AC,pequena
adubacao,planta,nogueira,frutiferas,?,N,AC,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,AM,pequena
irrigacao,planta,feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
irrigacao,'engenharia agricola',feijao,'base alimentar e commodities',?,N,RR,pequena
?,?,milho,'base alimentar e commodities',latossolo,N,PA,pequena
?,?,melao,frutiferas,?,N,TO,pequena
?,?,melao,frutiferas,?,N,PA,pequena
?,?,nogueira,frutiferas,?,N,PA,pequena
manejo,solo,feijao,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,arroz,'base alimentar e commodities',?,N,AC,pequena
adubacao,solo,milho,'base alimentar e commodities',?,N,AC,pequena
adubacao,planta,milho,'base alimentar e commodities',?,N,AC,pequena
adubacao,solo,feijao,'base alimentar e commodities',?,N,AC,pequena
adubacao,planta,feijao,'base alimentar e commodities',?,N,AC,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,N,AC,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,N,AC,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,N,AC,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',planta,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',planta,pimentao,olericulturas,?,N,AM,pequena
?,?,mandioca,'base alimentar e commodities',?,N,AC,pequena
?,?,mandioca,'base alimentar e commodities',?,N,AM,pequena
manejo,solo,pimenta,olericulturas,?,N,AM,pequena
fertilizante,solo,arroz,'base alimentar e commodities',?,N,AP,pequena
fertilizante,planta,arroz,'base alimentar e commodities',?,N,AP,pequena
'adubacao mineral',solo,arroz,'base alimentar e commodities',?,N,AP,pequena
'adubacao mineral',planta,arroz,'base alimentar e commodities',?,N,AP,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,N,AP,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,N,AP,pequena
?,?,tomate,olericulturas,?,N,TO,pequena
?,?,tomate,olericulturas,?,N,PA,pequena
?,?,arroz,'base alimentar e commodities',?,N,RO,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,N,TO,pequena
'melhoramento genetico','melhoramento genetico',feijao,'base alimentar e commodities',?,N,PA,pequena
manejo,solo,melao,frutiferas,?,N,TO,pequena
manejo,solo,melao,frutiferas,?,N,PA,pequena
manejo,solo,?,?,latossolo,N,PA,pequena
?,?,mandioca,'base alimentar e commodities',?,N,AM,pequena
?,?,tomate,olericulturas,?,N,TO,pequena
?,?,tomate,olericulturas,?,N,PA,pequena
?,?,milho,'base alimentar e commodities',?,N,RO,pequena
?,?,milho,'base alimentar e commodities',?,N,AM,pequena
?,?,soja,'base alimentar e commodities',?,N,RO,pequena
?,?,soja,'base alimentar e commodities',?,N,AM,pequena
irrigacao,planta,cevada,extrativas,?,N,AM,pequena
irrigacao,'engenharia agricola',cevada,extrativas,?,N,AM,pequena
irrigacao,'engenharia agricola',cevada,extrativas,?,N,AM,pequena
manejo,solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',planta,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao','engenharia agricola',cevada,extrativas,?,N,AM,pequena
?,?,pimenta,olericulturas,?,N,AC,pequena
'melhoramento genetico','melhoramento genetico',milho,'base alimentar e commodities',?,N,PA,pequena
?,?,feijao,'base alimentar e commodities',?,N,AP,pequena
?,?,mandioca,'base alimentar e commodities',?,N,AP,pequena
?,?,arroz,'base alimentar e commodities',?,N,AP,pequena
adubacao,planta,algodao,'base alimentar e commodities',?,N,RR,pequena
'plantio direto','sistemas de producao',milho,'base alimentar e commodities',?,N,PA,pequena
'melhoramento genetico','melhoramento genetico',abacaxi,frutiferas,?,N,AC,pequena
'melhoramento genetico','melhoramento genetico',banana,frutiferas,?,N,AC,pequena
'melhoramento genetico','melhoramento genetico',mandioca,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,cafe,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,abacaxi,frutiferas,?,N,AC,pequena
manejo,solo,banana,frutiferas,?,N,AC,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,AC,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,AM,pequena
adubacao,planta,?,?,?,N,AC,pequena
?,?,uva,frutiferas,?,N,TO,pequena
?,?,uva,frutiferas,?,N,PA,pequena
irrigacao,solo,pimenta,olericulturas,?,N,AM,pequena
irrigacao,planta,pimenta,olericulturas,?,N,AM,pequena
irrigacao,planta,pimenta,olericulturas,?,N,AM,pequena
irrigacao,'engenharia agricola',pimenta,olericulturas,?,N,AM,pequena
irrigacao,'engenharia agricola',pimenta,olericulturas,?,N,AM,pequena
irrigacao,'engenharia agricola',pimenta,olericulturas,?,N,AM,pequena
irrigacao,'engenharia agricola',pimenta,olericulturas,?,N,AM,pequena
manejo,solo,arroz,'base alimentar e commodities',?,N,RR,pequena
fertilizante,solo,?,?,?,N,AM,pequena
fertilizante,solo,?,?,?,N,AM,pequena
fertilizante,planta,?,?,?,N,AM,pequena
adubacao,solo,?,?,?,N,AM,pequena
adubacao,planta,?,?,?,N,AM,pequena
?,?,banana,frutiferas,latossolo,N,TO,pequena
?,?,banana,frutiferas,latossolo,N,PA,pequena
manejo,solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',solo,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',planta,pimentao,olericulturas,?,N,AM,pequena
'manejo do ambiente',planta,pimentao,olericulturas,?,N,AM,pequena
germoplasma,'melhoramento genetico',?,?,?,N,AC,pequena
'variabilidade genetica','melhoramento genetico',?,?,?,N,AC,pequena
fertilizante,solo,?,?,?,N,AM,pequena
fertilizante,solo,?,?,?,N,AM,pequena
fertilizante,planta,?,?,?,N,AM,pequena
adubacao,solo,?,?,?,N,AM,pequena
adubacao,planta,?,?,?,N,AM,pequena
'variabilidade genetica','melhoramento genetico',?,?,?,N,AC,pequena
manejo,solo,?,?,?,N,PA,pequena
manejo,solo,?,?,?,N,AP,pequena
agroecossistema,'sistemas de producao',?,?,?,N,PA,pequena
manejo,solo,melao,frutiferas,?,N,TO,pequena
manejo,solo,melao,frutiferas,?,N,PA,pequena
irrigacao,planta,cevada,extrativas,?,N,AM,pequena
irrigacao,'engenharia agricola',cevada,extrativas,?,N,AM,pequena
irrigacao,'engenharia agricola',cevada,extrativas,?,N,AM,pequena
manejo,solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',solo,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao',planta,cevada,extrativas,?,N,AM,pequena
'manejo de irrigacao','engenharia agricola',cevada,extrativas,?,N,AM,pequena
?,?,manga,frutiferas,?,N,TO,pequena
?,?,manga,frutiferas,?,N,PA,pequena
manejo,solo,mandioca,'base alimentar e commodities',?,N,RO,pequena
manejo,solo,soja,'base alimentar e commodities',?,N,PA,pequena
'manejo nos cultivos',solo,soja,'base alimentar e commodities',?,N,PA,pequena
'manejo nos cultivos',planta,soja,'base alimentar e commodities',?,N,PA,pequena
adubacao,solo,soja,'base alimentar e commodities',?,N,PA,pequena
adubacao,planta,soja,'base alimentar e commodities',?,N,PA,pequena
?,?,soja,'base alimentar e commodities',?,N,RO,pequena
manejo,solo,abacaxi,frutiferas,?,N,AC,pequena
'plantio direto','sistemas de producao',sorgo,'base alimentar e commodities',?,N,RO,pequena
manejo,solo,?,?,latossolo,N,PA,pequena
npk,planta,mandioca,'base alimentar e commodities',?,N,PA,pequena
adubacao,solo,mandioca,'base alimentar e commodities',?,N,PA,pequena
adubacao,planta,mandioca,'base alimentar e commodities',?,N,PA,pequena
'variacao genetica','melhoramento genetico',erva-mate,extrativas,?,S,PR,pequena
?,?,soja,'base alimentar e commodities',latossolo,S,RS,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,?,?,?,S,RS,pequena
manejo,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
'manejo da cultura',planta,arroz,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,maca,frutiferas,?,S,RS,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,?,?,?,S,RS,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,pequena
genotipo,'melhoramento genetico',cebola,olericulturas,?,S,PR,pequena
?,?,feijao,'base alimentar e commodities',?,S,RS,pequena
pulverizacao,planta,uva,frutiferas,?,S,SC,pequena
'plantio direto',solo,?,?,latossolo,S,RS,pequena
'plantio direto','sistemas de producao',?,?,latossolo,S,RS,pequena
manejo,solo,?,?,latossolo,S,RS,pequena
adubacao,solo,?,?,latossolo,S,RS,pequena
adubacao,planta,?,?,latossolo,S,RS,pequena
genotipo,'melhoramento genetico',cebola,olericulturas,?,S,PR,pequena
'manejo organico',solo,maca,frutiferas,?,S,SC,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,SC,pequena
manejo,solo,?,?,?,S,PR,pequena
'adubacao por cobertura',planta,erva-mate,extrativas,?,S,PR,pequena
adubacao,solo,erva-mate,extrativas,?,S,PR,pequena
adubacao,planta,erva-mate,extrativas,?,S,PR,pequena
adubacao,solo,?,?,?,S,RS,pequena
adubacao,planta,?,?,?,S,RS,pequena
irrigacao,planta,tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
?,?,feijao,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
genotipo,'melhoramento genetico',cebola,olericulturas,?,S,PR,pequena
adubacao,planta,trigo,'base alimentar e commodities',latossolo,S,SC,pequena
adubacao,planta,maca,frutiferas,?,S,PR,pequena
adubacao,solo,banana,frutiferas,?,S,PR,pequena
adubacao,planta,banana,frutiferas,?,S,PR,pequena
irrigacao,planta,?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
manejo,solo,?,?,?,S,SC,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,PR,pequena
adubacao,planta,?,?,?,S,RS,pequena
adubacao,solo,?,?,?,S,SC,pequena
adubacao,planta,?,?,?,S,SC,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,PR,pequena
?,?,trigo,'base alimentar e commodities',?,S,RS,pequena
?,?,soja,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,?,?,?,S,RS,pequena
adubacao,solo,?,?,?,S,RS,pequena
adubacao,planta,?,?,?,S,RS,pequena
irrigacao,planta,banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
?,?,soja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
'agricultura de precisao','agricultura de precisao',maca,frutiferas,?,S,RS,pequena
'agricultura de precisao',geotecnologias,maca,frutiferas,?,S,RS,pequena
'agricultura de precisao',planta,maca,frutiferas,?,S,RS,pequena
geoprocessamento,geotecnologias,maca,frutiferas,?,S,RS,pequena
'manejo organico',solo,maca,frutiferas,?,S,SC,pequena
?,?,soja,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
'pivo central','engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
manejo,solo,?,?,?,S,SC,pequena
?,?,?,?,argissolo,S,RS,pequena
irrigacao,planta,laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
'irrigacao suplementar',agrometeorologia,laranja,'base alimentar e commodities',?,S,PR,pequena
'irrigacao suplementar','engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,planta,laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
'irrigacao suplementar',agrometeorologia,laranja,'base alimentar e commodities',?,S,PR,pequena
'irrigacao suplementar','engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,?,?,?,S,RS,pequena
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,SC,pequena
manejo,solo,erva-mate,extrativas,?,S,PR,pequena
?,?,?,?,argissolo,S,RS,pequena
manejo,solo,erva-mate,extrativas,?,S,PR,pequena
'agricultura de precisao','agricultura de precisao',soja,'base alimentar e commodities',?,S,PR,pequena
'agricultura de precisao',geotecnologias,soja,'base alimentar e commodities',?,S,PR,pequena
'agricultura de precisao',planta,soja,'base alimentar e commodities',?,S,PR,pequena
'plantio direto',solo,soja,'base alimentar e commodities',?,S,PR,pequena
'plantio direto','sistemas de producao',soja,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,soja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
'pivo central','engenharia agricola',milho,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,pessego,frutiferas,?,S,RS,pequena
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,pequena
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,pequena
adubacao,planta,trigo,'base alimentar e commodities',?,S,SC,pequena
manejo,solo,?,?,?,S,RS,pequena
?,?,soja,'base alimentar e commodities',?,S,RS,pequena
?,?,arroz,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
'manejo da cultura',planta,arroz,'base alimentar e commodities',?,S,RS,pequena
?,?,seringueira,extrativas,?,S,SC,pequena
irrigacao,planta,tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
irrigacao,planta,banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
?,?,soja,'base alimentar e commodities',?,S,RS,pequena
?,?,soja,'base alimentar e commodities',?,S,SC,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
irrigacao,'engenharia agricola',?,?,?,S,SC,pequena
manejo,solo,?,?,?,S,SC,pequena
irrigacao,planta,banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
irrigacao,planta,pessego,frutiferas,?,S,RS,pequena
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,pequena
irrigacao,'engenharia agricola',pessego,frutiferas,?,S,RS,pequena
?,?,?,?,vertissolo,S,RS,pequena
manejo,solo,erva-mate,extrativas,?,S,PR,pequena
?,?,feijao,'base alimentar e commodities',?,S,RS,pequena
manejo,solo,pessego,frutiferas,?,S,RS,pequena
irrigacao,planta,?,?,?,S,RS,pequena
irrigacao,'engenharia agricola',?,?,?,S,RS,pequena
irrigacao,'engenharia agricola',?,?,?,S,RS,pequena
'adubacao organica',solo,?,?,?,S,RS,pequena
'adubacao organica',planta,?,?,?,S,RS,pequena
npk,solo,?,?,?,S,RS,pequena
npk,planta,?,?,?,S,RS,pequena
adubacao,solo,?,?,?,S,RS,pequena
adubacao,planta,?,?,?,S,RS,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,?,?,?,S,RS,pequena
'variacao genetica','melhoramento genetico',?,?,?,S,SC,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,milho,'base alimentar e commodities',?,S,PR,pequena
?,?,soja,'base alimentar e commodities',latossolo,S,RS,pequena
irrigacao,planta,cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',cana-de-acucar,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,erva-mate,extrativas,?,S,PR,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,feijao,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
manejo,solo,maca,frutiferas,?,S,RS,pequena
'manejo de poda',planta,?,?,?,S,SC,pequena
'manejo de poda',planta,?,?,?,S,SC,pequena
manejo,solo,?,?,?,S,SC,pequena
adubacao,solo,?,?,?,S,SC,pequena
adubacao,planta,?,?,?,S,SC,pequena
?,?,trigo,'base alimentar e commodities',?,S,RS,pequena
?,?,soja,'base alimentar e commodities',?,S,RS,pequena
?,?,laranja,'base alimentar e commodities',?,S,PR,pequena
?,?,?,?,argissolo,S,RS,pequena
?,?,goiaba,frutiferas,?,S,RS,pequena
?,?,seringueira,extrativas,?,S,SC,pequena
irrigacao,planta,tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
irrigacao,'engenharia agricola',tomate,olericulturas,?,S,SC,pequena
manejo,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
'manejo da cultura',planta,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,?,?,espodossolo,S,RS,pequena
irrigacao,planta,milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,milho,'base alimentar e commodities',?,S,PR,pequena
manejo,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,solo,arroz,'base alimentar e commodities',?,S,RS,pequena
adubacao,planta,arroz,'base alimentar e commodities',?,S,RS,pequena
'manejo da cultura',planta,arroz,'base alimentar e commodities',?,S,RS,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,RS,pequena
irrigacao,solo,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,'engenharia agricola',mandioca,'base alimentar e commodities',?,S,SC,pequena
irrigacao,planta,banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
irrigacao,'engenharia agricola',banana,frutiferas,?,S,SC,pequena
'plantio direto',solo,?,?,latossolo,S,RS,pequena
'plantio direto','sistemas de producao',?,?,latossolo,S,RS,pequena
manejo,solo,?,?,latossolo,S,RS,pequena
adubacao,solo,?,?,latossolo,S,RS,pequena
adubacao,planta,?,?,latossolo,S,RS,pequena
irrigacao,planta,laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
irrigacao,'engenharia agricola',laranja,'base alimentar e commodities',?,S,PR,pequena
'plantio direto','sistemas de producao',?,?,?,S,RS,pequena
'manejo organico',solo,?,?,?,S,RS,pequena
manejo,solo,?,?,?,S,RS,pequena
manejo,solo,?,?,?,S,RS,pequena
manejo,solo,?,?,?,S,RS,pequena
